,ID,Date,Location ID,Location Description,Region,Country,Latitude,Longitude,Area Type,Junction Control,Accident Severity,Time of Day,Road Conditions,Junction Detail,Driver Age,Sex of Driver,Vehicle Type,Vehicle Propulsion,Number of Accidents,Number of Casualties,Number of Vehicles,Accidental Costs
2821,3278,2017.Nov,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,1,1868.96
2822,3279,2017.Nov,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2310.52
2823,3280,2017.Nov,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Traffic Light,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,2904.91
2824,3281,2017.Nov,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,1850.83
2825,3282,2017.Nov,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,1539.39
2826,3283,2017.Nov,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,1908.34
2827,3284,2017.Nov,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,1412.37
2828,3286,2017.Nov,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,3,2,1411.15
2829,3287,2017.Nov,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,3,1,1437.22
2830,3289,2017.Nov,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,2,2,2198.39
2831,3290,2017.Nov,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Taxi,Heavy Oil,1,2,2,2339.1
2832,3292,2017.Nov,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,2226.75
2833,3293,2017.Nov,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Small Town,Stop Sign,Serious,Evening,Icy,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,1,2,2600.13
2834,3294,2017.Nov,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,3358.6
2835,3295,2017.Nov,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,2,3,1517.6
2836,3296,2017.Nov,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Small Town,Traffic Enforcer,Fatal,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,1546.65
2837,3298,2017.Nov,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,3,3,1373.56
2838,3299,2017.Nov,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,2,3,1371.98
2839,3300,2017.Nov,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Traffic Light,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,2,3,2423.76
2840,3301,2017.Nov,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Taxi,Heavy Oil,1,2,3,306.19
2841,3302,2017.Nov,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Taxi,Heavy Oil,1,1,2,286.6
2842,3304,2017.Nov,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,389.43
2843,3305,2017.Nov,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,506.84
2844,3306,2017.Nov,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,2,4,338.01
2845,3307,2017.Nov,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,2,4,2474.17
2846,3308,2017.Nov,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,2,4,1985.28
2847,3309,2017.Nov,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Traffic Light,Slight,Morning,Icy,T-junction,16-20,Female,Car,Heavy Oil,1,1,2,3129.49
2848,3310,2017.Nov,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,1,1821.7
2849,3311,2017.Nov,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Taxi,Heavy Oil,1,1,3,2542.63
2850,3312,2017.Nov,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,3,2921.26
2851,3313,2017.Nov,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Rural,Stop Sign,Slight,Evening,Snow,Crossroad,16-20,Female,Taxi,Heavy Oil,1,1,3,1923.26
2852,3314,2017.Nov,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,2359.51
2853,3315,2017.Nov,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2551.33
2854,3316,2017.Nov,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,2564.83
2855,3317,2017.Nov,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Rural,Stop Sign,Slight,Evening,Snow,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,2221.35
2856,3319,2017.Nov,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,2,2,1507.52
2857,3321,2017.Nov,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,1733.58
2858,3322,2017.Nov,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2083.17
2859,3323,2017.Nov,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,1270.58
2860,3324,2017.Nov,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,1,2183.62
2861,3325,2017.Nov,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Taxi,Heavy Oil,1,1,2,1791.09
2862,3326,2017.Nov,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2156.35
2863,3327,2017.Nov,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Small Town,Stop Sign,Serious,Evening,Snow,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,1,2,2503.3
2864,3328,2017.Nov,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1700.31
2865,3329,2017.Nov,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,1733.05
2866,3330,2017.Nov,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,2269.52
2867,3331,2017.Nov,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1076.42
2868,3332,2017.Nov,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,952.49
2869,3333,2017.Nov,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Small Town,Traffic Enforcer,Fatal,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,1,1250.1
2870,3335,2017.Nov,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Small Town,Traffic Enforcer,Fatal,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,1207.13
2871,3337,2017.Nov,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Small Town,Stop Sign,Serious,Evening,Icy,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,1,2,944.39
2872,3338,2017.Nov,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Small Town,Traffic Enforcer,Fatal,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,1,1107.65
2873,3339,2017.Nov,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,831.53
2874,3340,2017.Nov,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,2,2,792.49
2875,3341,2017.Nov,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,1,800.51
2876,3342,2017.Nov,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,3,729.91
2877,3343,2017.Nov,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,2776.53
2878,3344,2017.Nov,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,2366.68
2879,3345,2017.Nov,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,1792.79
2880,3346,2017.Nov,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2457.19
2881,3347,2017.Nov,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Small Town,Traffic Enforcer,Fatal,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,1,2390.19
2882,3348,2017.Nov,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,4,2,2450.69
2883,3349,2017.Nov,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,1724.39
2884,3350,2017.Nov,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,1,1835.12
2885,3351,2017.Nov,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,1,1913.82
2886,3352,2017.Nov,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,2,1,1743.14
2887,3353,2017.Nov,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,1684.9
2888,3354,2017.Nov,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,1259.07
2889,3355,2017.Nov,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,1766.26
2890,3356,2017.Nov,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,2809.83
2891,3357,2017.Nov,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Traffic Light,Slight,Evening,Snow,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,1952.61
2892,3358,2017.Nov,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2452.75
2893,3359,2017.Nov,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,2,1,2021.66
2894,3360,2017.Nov,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2996.93
2895,3361,2017.Dec,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,3,1718.95
2896,3362,2017.Dec,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,3,2066.72
2897,3363,2017.Dec,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,1925.37
2898,3364,2017.Dec,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2184.35
2899,3365,2017.Dec,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Rural,Stop Sign,Slight,Evening,Snow,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,1814.92
2900,3366,2017.Dec,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,1386.34
2901,3367,2017.Dec,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,3,2226.77
2902,3370,2017.Dec,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2579.6
2903,3371,2017.Dec,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,2543.83
2904,3372,2017.Dec,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Taxi,Heavy Oil,1,1,2,2437.64
2905,3373,2017.Dec,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2176.82
2906,3374,2017.Dec,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,2,2,2394.58
2907,3375,2017.Dec,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,2,2,2132.21
2908,3376,2017.Dec,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,3,1698.73
2909,3377,2017.Dec,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Small Town,Stop Sign,Serious,Evening,Icy,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,1,3,1998.8
2910,3378,2017.Dec,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,3,2480.55
2911,3379,2017.Dec,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,3,3,1573.13
2912,3380,2017.Dec,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,3,3,2289.31
2913,3381,2017.Dec,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,3,3,1616.92
2914,3382,2017.Dec,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,1583.83
2915,3383,2017.Dec,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2050.41
2916,3385,2017.Dec,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Small Town,Stop Sign,Serious,Evening,Icy,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,1,2,2773.27
2917,3386,2017.Dec,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2830.28
2918,3387,2017.Dec,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Traffic Light,Slight,Morning,Snow,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2195.48
2919,3388,2017.Dec,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,1,2384.85
2920,3389,2017.Dec,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2504.19
2921,3390,2017.Dec,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,3292.18
2922,3391,2017.Dec,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1548.04
2923,3392,2017.Dec,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2154.71
2924,3393,2017.Dec,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,1504.99
2925,3394,2017.Dec,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,1566.39
2926,3395,2017.Dec,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,2,3,1525.82
2927,3396,2017.Dec,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1747.16
2928,3397,2017.Dec,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,393.21
2929,3398,2017.Dec,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,391.92
2930,3399,2017.Dec,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Small Town,Stop Sign,Serious,Evening,Icy,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,1,2,414.75
2931,3400,2017.Dec,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,1,369.51
2932,3402,2017.Dec,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Small Town,Traffic Enforcer,Serious,Early Morning,Snow,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,293.18
2933,3403,2017.Dec,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,2632.8
2934,3404,2017.Dec,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2834.19
2935,3405,2017.Dec,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2799.53
2936,3406,2017.Dec,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,1694.67
2937,3407,2017.Dec,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Small Town,Stop Sign,Serious,Evening,Icy,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,1,1,2755.48
2938,3408,2017.Dec,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,2065.12
2939,3409,2017.Dec,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2774.08
2940,3411,2017.Dec,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,2637.86
2941,3412,2017.Dec,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,2634.78
2942,3413,2017.Dec,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,2129.32
2943,3414,2017.Dec,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,1,2144.68
2944,3415,2017.Dec,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2277.11
2945,3416,2017.Dec,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,1614.85
2946,3418,2017.Dec,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,3,1,2165.89
2947,3419,2017.Dec,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,1911.32
2948,3420,2017.Dec,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,3,2,1613.79
